 ندا بال آسمان | Neda Bal Aseman
 تهران، تهران
 قرارداد تمام‌وقت (برای مشاهده حقوق وارد شوید)
ارسال رزومه
 نشان کردن
حذف نشان"
"طراح و گرافیست 
 مادیار صنعت دیجیتال | Madyar Sanat Digital
 تهران، تهران
 قرارداد تمام‌وقت (برای مشاهده حقوق وارد شوید)
ارسال رزومه
 نشان کردن
حذف نشان"
"کارشناس تولید محتوا 
 مادیار صنعت دیجیتال | Madyar Sanat Digital
 تهران، تهران
 قرارداد تمام‌وقت (برای مشاهده حقوق وارد شوید)
ارسال رزومه
 نشان کردن
حذف نشان"
"کارشناس تولید محتوا (انگلیسی-مشهد) 
 تبنا | TABNA
 خراسان رضوی، مشهد
 قرارداد تمام‌وقت (برای مشاهده حقوق وارد شوید)
ارسال رزومه
 نشان کردن
حذف نشان"
"Sales & Marketing Specialist (B2B) 
 منشور میراث پارسه | Manshoor Miras Parseh
 تهران، تهران
 قرارداد تمام‌وقت (برای مشاهده حقوق وارد شوید)
ارسال رزومه
 نشان کردن
حذف نشان"
"ادمین اینستاگرام (تولید محتوا و استوری-خانم) (۶ روز پیش)
 زوم استار | Zoomstar
 تهران، تهران
 قرارداد تمام‌وقت (برای مشاهده حقوق وارد شوید)
ارسال رزومه
 نشان کردن
حذف نشان"
"کارشناس فروش 
 حافظه ماندگار پاسارگاد | HMP Co
 تهران، تهران
 قرارداد تمام‌وقت (برای مشاهده حقوق وارد شوید)
ارسال رزومه
 نشان کردن
حذف نشان"
"کارشناس حسابداری (خانم-اسلامشهر) 
 پرشیا ذوب | Persia Melt
 تهران، اسلامشهر
 قرارداد تمام‌وقت (برای مشاهده حقوق وارد شوید)
ارسال رزومه
 نشان کردن
حذف نشان"
"برنامه‌نویس (Back-End (.NET 
 تدبیر کیش ویرا | Tadbir Kish Vira
 تهران، تهران
 قرارداد تمام‌وقت (برای مشاهده حقوق وارد شوید)
ارسال رزومه
 نشان کردن
حذف نشان"
List Items
"متخصص CG (سه بعدی 3D) (۲ روز پیش)
 گروه سانا | Sana Group
 تهران، تهران
 قرارداد تمام‌وقت (برای مشاهده حقوق وارد شوید)
ارسال رزومه
 نشان کردن
حذف نشان"
"کارشناس پشتیبانی و امور مشتریان (خانم) (۴ روز پیش)
 موبایل 7 | Mo7
 تهران، تهران
 قرارداد تمام‌وقت (برای مشاهده حقوق وارد شوید)
ارسال رزومه
 نشان کردن
حذف نشان"
"کارشناس فروش و بازاریابی(مشهد) 
 دکاپست | Deka post
 خراسان رضوی، مشهد
 قرارداد تمام‌وقت (برای مشاهده حقوق وارد شوید)
ارسال رزومه
 نشان کردن
حذف نشان"
"مهندس معمار فاز 2 (خانم) 
 استودویو 13 | studio13
 تهران، تهران
 قرارداد تمام‌وقت (برای مشاهده حقوق وارد شوید)
ارسال رزومه
 نشان کردن
حذف نشان"
"کارشناس مرکز تماس (۱۵ روز پیش)
 تپسی | TAPSI
 تهران، تهران
 قرارداد تمام‌وقت (برای مشاهده حقوق وارد شوید)
ارسال رزومه
 نشان کردن
حذف نشان"
"کارمند بازرگانی 
 ايران بوستر | Iran Booster
 تهران، تهران
 قرارداد تمام‌وقت (برای مشاهده حقوق وارد شوید)
ارسال رزومه
 نشان کردن
حذف نشان"
"کمک حسابداری (۴ روز پیش)
 سایت‌ساز پرتال | Portal
 تهران، تهران
 قرارداد تمام‌وقت (برای مشاهده حقوق وارد شوید)
ارسال رزومه
 نشان کردن
حذف نشان"
"کارشناس حسابداری و مالی (خانم) 
 تریتا | treetta
 تهران، تهران
 قرارداد تمام‌وقت (برای مشاهده حقوق وارد شوید)
ارسال رزومه
 نشان کردن
حذف نشان"
"انباردار (آقا) (۲۸ روز پیش)
 آیبک طب پارس | Eye Back Teb Pars
 تهران، تهران
 قرارداد تمام‌وقت (برای مشاهده حقوق وارد شوید)
ارسال رزومه
 نشان کردن
حذف نشان"
"برنامه‌نویس ارشد .Senior NET Core 
 مسیر سفر ورزشی | VTX
 تهران، تهران
 قرارداد تمام‌وقت (برای مشاهده حقوق وارد شوید)
ارسال رزومه
 نشان کردن
حذف نشان"
"کارمند اداری (خانم) 
 سلامت هما | Salamat Homa
 تهران، تهران
 قرارداد تمام‌وقت (برای مشاهده حقوق وارد شوید)
ارسال رزومه
 نشان کردن
حذف نشان"
"کانتر فروش تور (داخلی و خارجی-خانم) 
 ندا بال آسمان | Neda Bal Aseman
 تهران، تهران
 قرارداد تمام‌وقت (برای مشاهده حقوق وارد شوید)
ارسال رزومه
 نشان کردن
حذف نشان"
"طراح و گرافیست 
 مادیار صنعت دیجیتال | Madyar Sanat Digital
 تهران، تهران
 قرارداد تمام‌وقت (برای مشاهده حقوق وارد شوید)
ارسال رزومه
 نشان کردن
حذف نشان"
"کارشناس تولید محتوا 
 مادیار صنعت دیجیتال | Madyar Sanat Digital
 تهران، تهران
 قرارداد تمام‌وقت (برای مشاهده حقوق وارد شوید)
ارسال رزومه
 نشان کردن
حذف نشان"
"کارشناس تولید محتوا (انگلیسی-مشهد) 
 تبنا | TABNA
 خراسان رضوی، مشهد
 قرارداد تمام‌وقت (برای مشاهده حقوق وارد شوید)
ارسال رزومه
 نشان کردن
حذف نشان"
"Sales & Marketing Specialist (B2B) 
 منشور میراث پارسه | Manshoor Miras Parseh
 تهران، تهران
 قرارداد تمام‌وقت (برای مشاهده حقوق وارد شوید)
ارسال رزومه
 نشان کردن
حذف نشان"
"ادمین اینستاگرام (تولید محتوا و استوری-خانم) (۶ روز پیش)
 زوم استار | Zoomstar
 تهران، تهران
 قرارداد تمام‌وقت (برای مشاهده حقوق وارد شوید)
ارسال رزومه
 نشان کردن
حذف نشان"
"کارشناس فروش 
 حافظه ماندگار پاسارگاد | HMP Co
 تهران، تهران
 قرارداد تمام‌وقت (برای مشاهده حقوق وارد شوید)
ارسال رزومه
 نشان کردن
حذف نشان"
"کارشناس حسابداری (خانم-اسلامشهر) 
 پرشیا ذوب | Persia Melt
 تهران، اسلامشهر
 قرارداد تمام‌وقت (برای مشاهده حقوق وارد شوید)
ارسال رزومه
 نشان کردن
حذف نشان"
"برنامه‌نویس (Back-End (.NET 
 تدبیر کیش ویرا | Tadbir Kish Vira
 تهران، تهران
 قرارداد تمام‌وقت (برای مشاهده حقوق وارد شوید)
ارسال رزومه
 نشان کردن
حذف نشان"
List Items
"کارشناس فروش تلفنی 
 هلدینگ بیست لند | Holding 20Land
 تهران، تهران
 قرارداد تمام‌وقت (برای مشاهده حقوق وارد شوید)
ارسال رزومه
 نشان کردن
حذف نشان"
"کارشناس فروش تلفنی (خانم-قم) 
 تنور سازی رضوان | Tanoor Sazi Rezvan
 قم، قم
 قرارداد تمام‌وقت (برای مشاهده حقوق وارد شوید)
ارسال رزومه
 نشان کردن
حذف نشان"
"کارشناس حسابداری (آقا) 
 بازرگانی رضایی | Bazargani Rezaei
 تهران، تهران
 قرارداد تمام‌وقت (برای مشاهده حقوق وارد شوید)
ارسال رزومه
 نشان کردن
حذف نشان"
"کارشناس آموزش فناوری اطلاعات (خانم) 
 فناوران عصر شبکه پاسارگاد | FASP
 تهران، تهران
 قرارداد تمام‌وقت (برای مشاهده حقوق وارد شوید)
ارسال رزومه
 نشان کردن
حذف نشان"
"کارشناس فروش 
 لابراتوار دندانسازی دیجیتال ماخ | Mach milling center
 تهران، تهران
 قرارداد تمام‌وقت (برای مشاهده حقوق وارد شوید)
ارسال رزومه
 نشان کردن
حذف نشان"
"کارمند اداری(خانم) 
 فاطر فیدار | FATER FIDAR
 تهران، تهران
 قرارداد تمام‌وقت (برای مشاهده حقوق وارد شوید)
ارسال رزومه
 نشان کردن
حذف نشان"
"Product Designer 
 جابینجا | Jobinja
 تهران، تهران
 قرارداد تمام‌وقت (برای مشاهده حقوق وارد شوید)
ارسال رزومه
 نشان کردن
حذف نشان"
"کارمند اداری و مالی 
 یاسین فولاد اردیبهشت | Yasin Foolad Ordiobehesht
 تهران، تهران
 قرارداد تمام‌وقت (برای مشاهده حقوق وارد شوید)
ارسال رزومه
 نشان کردن
حذف نشان"
"Talent Acquisition Specialist (امروز)
 الوپیک | AloPeyk
 تهران، تهران
 قرارداد تمام‌وقت (برای مشاهده حقوق وارد شوید)
ارسال رزومه
 نشان کردن
حذف نشان"
"کمک حسابدار (مسلط به هلو-خانم) 
 ایران سوئیچ | Iran switch
 تهران، تهران
 قرارداد تمام‌وقت (برای مشاهده حقوق وارد شوید)
ارسال رزومه
 نشان کردن
حذف نشان"
"مشاور املاک (۴ روز پیش)
 گروه مهندسین مشاور ویرا | Vira
 تهران، تهران
 قرارداد تمام‌وقت (برای مشاهده حقوق وارد شوید)
ارسال رزومه
 نشان کردن
حذف نشان"
"کارشناس فروش تلفنی 
 دایان تجارت کارن | Dayan Tejarat Karen
 تهران، تهران
 قرارداد تمام‌وقت (برای مشاهده حقوق وارد شوید)
ارسال رزومه
 نشان کردن
حذف نشان"
"کارشناس حسابداری 
 دایان تجارت کارن | Dayan Tejarat Karen
 تهران، تهران
 قرارداد تمام‌وقت (برای مشاهده حقوق وارد شوید)
ارسال رزومه
 نشان کردن
حذف نشان"
"کارشناس شبکه و سخت افزار (آقا) (۲۵ روز پیش)
 یکم سافت | Yecom Soft
 تهران، تهران
 قرارداد تمام‌وقت (برای مشاهده حقوق وارد شوید)
ارسال رزومه
 نشان کردن
حذف نشان"
"اسکرام مستر(خانم) (۹ روز پیش)
 بازرگانی مبنا کارت آریا | MCAC
 تهران، تهران
 قرارداد تمام‌وقت (برای مشاهده حقوق وارد شوید)
ارسال رزومه
 نشان کردن
حذف نشان"
"برنامه‌نویس NetCore) Back-End.) (۱۰ روز پیش)
 باگلوس | Bugloos
 تهران، تهران
 قرارداد تمام‌وقت (برای مشاهده حقوق وارد شوید)
ارسال رزومه
 نشان کردن
حذف نشان"
"کارشناس فروش سازمانی 
 ساتراپی | Satrapi
 تهران، تهران
 قرارداد تمام‌وقت (برای مشاهده حقوق وارد شوید)
ارسال رزومه
 نشان کردن
حذف نشان"
"کارشناس فروش (امروز)
 نوبار | Nobaar
 تهران، تهران
 قرارداد تمام‌وقت (برای مشاهده حقوق وارد شوید)
ارسال رزومه
 نشان کردن
حذف نشان"
"مدیر داخلی (خانم) 
 کمک آزمون | Komak Azmoon
 تهران، تهران
 قرارداد تمام‌وقت (برای مشاهده حقوق وارد شوید)
ارسال رزومه
 نشان کردن
حذف نشان"
"حسابدار (خانم) 
 پیروزگستر | pirouzgostar
 تهران، تهران
 قرارداد تمام‌وقت (برای مشاهده حقوق وارد شوید)
ارسال رزومه
 نشان کردن
حذف نشان"
List Items
"مسئول سایت وردپرس و فضای مجازی (خانم) 
 آس دیزاین | Ace Design
 تهران، تهران
 قرارداد تمام‌وقت (برای مشاهده حقوق وارد شوید)
ارسال رزومه
 نشان کردن
حذف نشان"
"متخصص CG (سه بعدی 3D) (۳ روز پیش)
 گروه سانا | Sana Group
 تهران، تهران
 قرارداد تمام‌وقت (برای مشاهده حقوق وارد شوید)
ارسال رزومه
 نشان کردن
حذف نشان"
"کارشناس پشتیبانی و امور مشتریان (خانم) (۴ روز پیش)
 موبایل 7 | Mo7
 تهران، تهران
 قرارداد تمام‌وقت (برای مشاهده حقوق وارد شوید)
ارسال رزومه
 نشان کردن
حذف نشان"
"کارشناس فروش و بازاریابی(مشهد) 
 دکاپست | Deka post
 خراسان رضوی، مشهد
 قرارداد تمام‌وقت (برای مشاهده حقوق وارد شوید)
ارسال رزومه
 نشان کردن
حذف نشان"
"مهندس معمار فاز 2 (خانم) 
 استودویو 13 | studio13
 تهران، تهران
 قرارداد تمام‌وقت (برای مشاهده حقوق وارد شوید)
ارسال رزومه
 نشان کردن
حذف نشان"
"کارشناس مرکز تماس (۱۵ روز پیش)
 تپسی | TAPSI
 تهران، تهران
 قرارداد تمام‌وقت (برای مشاهده حقوق وارد شوید)
ارسال رزومه
 نشان کردن
حذف نشان"
"کارمند بازرگانی 
 ايران بوستر | Iran Booster
 تهران، تهران
 قرارداد تمام‌وقت (برای مشاهده حقوق وارد شوید)
ارسال رزومه
 نشان کردن
حذف نشان"
"کمک حسابداری (۴ روز پیش)
 سایت‌ساز پرتال | Portal
 تهران، تهران
 قرارداد تمام‌وقت (برای مشاهده حقوق وارد شوید)
ارسال رزومه
 نشان کردن
حذف نشان"
"کارشناس حسابداری و مالی (خانم) 
 تریتا | treetta
 تهران، تهران
 قرارداد تمام‌وقت (برای مشاهده حقوق وارد شوید)
ارسال رزومه
 نشان کردن
حذف نشان"
"انباردار (آقا) (۲۸ روز پیش)
 آیبک طب پارس | Eye Back Teb Pars
 تهران، تهران
 قرارداد تمام‌وقت (برای مشاهده حقوق وارد شوید)
ارسال رزومه
 نشان کردن
حذف نشان"
"برنامه‌نویس ارشد .Senior NET Core 
 مسیر سفر ورزشی | VTX
 تهران، تهران
 قرارداد تمام‌وقت (برای مشاهده حقوق وارد شوید)
ارسال رزومه
 نشان کردن
حذف نشان"
"کارمند اداری (خانم) 
 سلامت هما | Salamat Homa
 تهران، تهران
 قرارداد تمام‌وقت (برای مشاهده حقوق وارد شوید)
ارسال رزومه
 نشان کردن
حذف نشان"
"کانتر فروش تور (داخلی و خارجی-خانم) 
 ندا بال آسمان | Neda Bal Aseman
 تهران، تهران
 قرارداد تمام‌وقت (برای مشاهده حقوق وارد شوید)
ارسال رزومه
 نشان کردن
حذف نشان"
"طراح و گرافیست 
 مادیار صنعت دیجیتال | Madyar Sanat Digital
 تهران، تهران
 قرارداد تمام‌وقت (برای مشاهده حقوق وارد شوید)
ارسال رزومه
 نشان کردن
حذف نشان"
"کارشناس تولید محتوا 
 مادیار صنعت دیجیتال | Madyar Sanat Digital
 تهران، تهران
 قرارداد تمام‌وقت (برای مشاهده حقوق وارد شوید)
ارسال رزومه
 نشان کردن
حذف نشان"
"کارشناس تولید محتوا (انگلیسی-مشهد) 
 تبنا | TABNA
 خراسان رضوی، مشهد
 قرارداد تمام‌وقت (برای مشاهده حقوق وارد شوید)
ارسال رزومه
 نشان کردن
حذف نشان"
"Sales & Marketing Specialist (B2B) 
 منشور میراث پارسه | Manshoor Miras Parseh
 تهران، تهران
 قرارداد تمام‌وقت (برای مشاهده حقوق وارد شوید)
ارسال رزومه
 نشان کردن
حذف نشان"
"ادمین اینستاگرام (تولید محتوا و استوری-خانم) (۶ روز پیش)
 زوم استار | Zoomstar
 تهران، تهران
 قرارداد تمام‌وقت (برای مشاهده حقوق وارد شوید)
ارسال رزومه
 نشان کردن
حذف نشان"
"کارشناس فروش 
 حافظه ماندگار پاسارگاد | HMP Co
 تهران، تهران
 قرارداد تمام‌وقت (برای مشاهده حقوق وارد شوید)
ارسال رزومه
 نشان کردن
حذف نشان"
"کارشناس حسابداری (خانم-اسلامشهر) 
 پرشیا ذوب | Persia Melt
 تهران، اسلامشهر
 قرارداد تمام‌وقت (برای مشاهده حقوق وارد شوید)
ارسال رزومه
 نشان کردن
حذف نشان"
List Items
"مسئول سایت وردپرس و فضای مجازی (خانم) 
 آس دیزاین | Ace Design
 تهران، تهران
 قرارداد تمام‌وقت (برای مشاهده حقوق وارد شوید)
ارسال رزومه
 نشان کردن
حذف نشان"
"متخصص CG (سه بعدی 3D) (۳ روز پیش)
 گروه سانا | Sana Group
 تهران، تهران
 قرارداد تمام‌وقت (برای مشاهده حقوق وارد شوید)
ارسال رزومه
 نشان کردن
حذف نشان"
"کارشناس پشتیبانی و امور مشتریان (خانم) (۴ روز پیش)
 موبایل 7 | Mo7
 تهران، تهران
 قرارداد تمام‌وقت (برای مشاهده حقوق وارد شوید)
ارسال رزومه
 نشان کردن
حذف نشان"
"کارشناس فروش و بازاریابی(مشهد) 
 دکاپست | Deka post
 خراسان رضوی، مشهد
 قرارداد تمام‌وقت (برای مشاهده حقوق وارد شوید)
ارسال رزومه
 نشان کردن
حذف نشان"
"مهندس معمار فاز 2 (خانم) 
 استودویو 13 | studio13
 تهران، تهران
 قرارداد تمام‌وقت (برای مشاهده حقوق وارد شوید)
ارسال رزومه
 نشان کردن
حذف نشان"
"کارشناس مرکز تماس (۱۵ روز پیش)
 تپسی | TAPSI
 تهران، تهران
 قرارداد تمام‌وقت (برای مشاهده حقوق وارد شوید)
ارسال رزومه
 نشان کردن
حذف نشان"
"کارمند بازرگانی 
 ايران بوستر | Iran Booster
 تهران، تهران
 قرارداد تمام‌وقت (برای مشاهده حقوق وارد شوید)
ارسال رزومه
 نشان کردن
حذف نشان"
"کمک حسابداری (۴ روز پیش)
 سایت‌ساز پرتال | Portal
 تهران، تهران
 قرارداد تمام‌وقت (برای مشاهده حقوق وارد شوید)
ارسال رزومه
 نشان کردن
حذف نشان"
"کارشناس حسابداری و مالی (خانم) 
 تریتا | treetta
 تهران، تهران
 قرارداد تمام‌وقت (برای مشاهده حقوق وارد شوید)
ارسال رزومه
 نشان کردن
حذف نشان"
"انباردار (آقا) (۲۸ روز پیش)
 آیبک طب پارس | Eye Back Teb Pars
 تهران، تهران
 قرارداد تمام‌وقت (برای مشاهده حقوق وارد شوید)
ارسال رزومه
 نشان کردن
حذف نشان"
"برنامه‌نویس ارشد .Senior NET Core 
 مسیر سفر ورزشی | VTX
 تهران، تهران
 قرارداد تمام‌وقت (برای مشاهده حقوق وارد شوید)
ارسال رزومه
 نشان کردن
حذف نشان"
"کارمند اداری (خانم) 
 سلامت هما | Salamat Homa
 تهران، تهران
 قرارداد تمام‌وقت (برای مشاهده حقوق وارد شوید)
ارسال رزومه
 نشان کردن
حذف نشان"
"کانتر فروش تور (داخلی و خارجی-خانم) 
 ندا بال آسمان | Neda Bal Aseman
 تهران، تهران
 قرارداد تمام‌وقت (برای مشاهده حقوق وارد شوید)
ارسال رزومه
 نشان کردن
حذف نشان"
"طراح و گرافیست 
 مادیار صنعت دیجیتال | Madyar Sanat Digital
 تهران، تهران
 قرارداد تمام‌وقت (برای مشاهده حقوق وارد شوید)
ارسال رزومه
 نشان کردن
حذف نشان"
"کارشناس تولید محتوا 
 مادیار صنعت دیجیتال | Madyar Sanat Digital
 تهران، تهران
 قرارداد تمام‌وقت (برای مشاهده حقوق وارد شوید)
ارسال رزومه
 نشان کردن
حذف نشان"
"کارشناس تولید محتوا (انگلیسی-مشهد) 
 تبنا | TABNA
 خراسان رضوی، مشهد
 قرارداد تمام‌وقت (برای مشاهده حقوق وارد شوید)
ارسال رزومه
 نشان کردن
حذف نشان"
"Sales & Marketing Specialist (B2B) 
 منشور میراث پارسه | Manshoor Miras Parseh
 تهران، تهران
 قرارداد تمام‌وقت (برای مشاهده حقوق وارد شوید)
ارسال رزومه
 نشان کردن
حذف نشان"
"ادمین اینستاگرام (تولید محتوا و استوری-خانم) (۶ روز پیش)
 زوم استار | Zoomstar
 تهران، تهران
 قرارداد تمام‌وقت (برای مشاهده حقوق وارد شوید)
ارسال رزومه
 نشان کردن
حذف نشان"
"کارشناس فروش 
 حافظه ماندگار پاسارگاد | HMP Co
 تهران، تهران
 قرارداد تمام‌وقت (برای مشاهده حقوق وارد شوید)
ارسال رزومه
 نشان کردن
حذف نشان"
"کارشناس حسابداری (خانم-اسلامشهر) 
 پرشیا ذوب | Persia Melt
 تهران، اسلامشهر
 قرارداد تمام‌وقت (برای مشاهده حقوق وارد شوید)
ارسال رزومه
 نشان کردن
حذف نشان"
List Items
"کارآموز تولید محتوا 
 ورتوکا | Vertuka
 تهران، تهران
 قرارداد تمام‌وقت (برای مشاهده حقوق وارد شوید)
ارسال رزومه
 نشان کردن
حذف نشان"
"کارشناس فروش تلفنی 
 هلدینگ بیست لند | Holding 20Land
 تهران، تهران
 قرارداد تمام‌وقت (برای مشاهده حقوق وارد شوید)
ارسال رزومه
 نشان کردن
حذف نشان"
"کارشناس فروش تلفنی (خانم-قم) 
 تنور سازی رضوان | Tanoor Sazi Rezvan
 قم، قم
 قرارداد تمام‌وقت (برای مشاهده حقوق وارد شوید)
ارسال رزومه
 نشان کردن
حذف نشان"
"کارشناس حسابداری (آقا) 
 بازرگانی رضایی | Bazargani Rezaei
 تهران، تهران
 قرارداد تمام‌وقت (برای مشاهده حقوق وارد شوید)
ارسال رزومه
 نشان کردن
حذف نشان"
"کارشناس آموزش فناوری اطلاعات (خانم) 
 فناوران عصر شبکه پاسارگاد | FASP
 تهران، تهران
 قرارداد تمام‌وقت (برای مشاهده حقوق وارد شوید)
ارسال رزومه
 نشان کردن
حذف نشان"
"کارشناس فروش 
 لابراتوار دندانسازی دیجیتال ماخ | Mach milling center
 تهران، تهران
 قرارداد تمام‌وقت (برای مشاهده حقوق وارد شوید)
ارسال رزومه
 نشان کردن
حذف نشان"
"کارمند اداری(خانم) 
 فاطر فیدار | FATER FIDAR
 تهران، تهران
 قرارداد تمام‌وقت (برای مشاهده حقوق وارد شوید)
ارسال رزومه
 نشان کردن
حذف نشان"
"Product Designer 
 جابینجا | Jobinja
 تهران، تهران
 قرارداد تمام‌وقت (برای مشاهده حقوق وارد شوید)
ارسال رزومه
 نشان کردن
حذف نشان"
"Talent Acquisition Specialist (امروز)
 الوپیک | AloPeyk
 تهران، تهران
